"","Season","Date","HomeTeam","AwayTeam","HTR","GoalsHome","GoalsAway","Result","Last1ResultHome","Last2ResultHome","Last3ResultHome","Last4ResultHome","Last5ResultHome","Last1ResultAway","Last2ResultAway","Last3ResultAway","Last4ResultAway","Last5ResultAway","Last1ResultHome_Homegame","Last2ResultHome_Homegame","Last3ResultHome_Homegame","Last4ResultHome_Homegame","Last5ResultHome_Homegame","Last1ResultAway_Awaygame","Last2ResultAway_Awaygame","Last3ResultAway_Awaygame","Last4ResultAway_Awaygame","Last5ResultAway_Awaygame","Last1Confrontations","Last2Confrontations","Last3Confrontations","Last4Confrontations","Last5Confrontations","Last1ConfrontationsPlus","Last2ConfrontationsPlus","Last3ConfrontationsPlus","Last4ConfrontationsPlus","Last5ConfrontationsPlus","DiffGoalsLast1Game","DiffGoalsLast2Game","DiffGoalsLast3Game","DiffGoalsLast4Game","DiffGoalsLast5Game","DiffGoalsLast1GameHomeAway","DiffGoalsLast2GameHomeAway","DiffGoalsLast3GameHomeAway","DiffGoalsLast4GameHomeAway","DiffGoalsLast5GameHomeAway","DiffGoalsConcLast1Game","DiffGoalsConcLast2Game","DiffGoalsConcLast3Game","DiffGoalsConcLast4Game","DiffGoalsConcLast5Game","DiffGoalsConcLast1GameHomeAway","DiffGoalsConcLast2GameHomeAway","DiffGoalsConcLast3GameHomeAway","DiffGoalsConcLast4GameHomeAway","DiffGoalsConcLast5GameHomeAway","Last1HalfTimeHome","Last2HalfTimeHome","Last3HalfTimeHome","Last4HalfTimeHome","Last5HalfTimeHome","Last1HalfTimeAway","Last2HalfTimeAway","Last3HalfTimeAway","Last4HalfTimeAway","Last5HalfTimeAway","Last1HalfTimeHome_HomeGame","Last2HalfTimeHome_HomeGame","Last3HalfTimeHome_HomeGame","Last4HalfTimeHome_HomeGame","Last5HalfTimeHome_HomeGame","Last1HalfTimeAway_AwayGame","Last2HalfTimeAway_AwayGame","Last3HalfTimeAway_AwayGame","Last4HalfTimeAway_AwayGame","Last5HalfTimeAway_AwayGame","Last1BetterAfterHT_Home","Last2BetterAfterHT_Home","Last3BetterAfterHT_Home","Last4BetterAfterHT_Home","Last5BetterAfterHT_Home","Last1BetterAfterHT_Away","Last2BetterAfterHT_Away","Last3BetterAfterHT_Away","Last4BetterAfterHT_Away","Last5BetterAfterHT_Away","Last1BetterAfterHT_Home_HomeGame","Last2BetterAfterHT_Home_HomeGame","Last3BetterAfterHT_Home_HomeGame","Last4BetterAfterHT_Home_HomeGame","Last5BetterAfterHT_Home_HomeGame","Last1BetterAfterHT_Away_AwayGame","Last2BetterAfterHT_Away_AwayGame","Last3BetterAfterHT_Away_AwayGame","Last4BetterAfterHT_Away_AwayGame","Last5BetterAfterHT_Away_AwayGame","Last1CleanSheetHome","Last2CleanSheetHome","Last3CleanSheetHome","Last4CleanSheetHome","Last5CleanSheetHome","Last1CleanSheetAway","Last2CleanSheetAway","Last3CleanSheetAway","Last4CleanSheetAway","Last5CleanSheetAway","Last1CleanSheetHome_HomeGame","Last2CleanSheetHome_HomeGame","Last3CleanSheetHome_HomeGame","Last4CleanSheetHome_HomeGame","Last5CleanSheetHome_HomeGame","Last1CleanSheetAway_AwayGame","Last2CleanSheetAway_AwayGame","Last3CleanSheetAway_AwayGame","Last4CleanSheetAway_AwayGame","Last5CleanSheetAway_AwayGame","Last1Win2DiffHome","Last2Win2DiffHome","Last3Win2DiffHome","Last4Win2DiffHome","Last5Win2DiffHome","Last1Win2DiffAway","Last2Win2DiffAway","Last3Win2DiffAway","Last4Win2DiffAway","Last5Win2DiffAway","Last1Loss2DiffHome","Last2Loss2DiffHome","Last3Loss2DiffHome","Last4Loss2DiffHome","Last5Loss2DiffHome","Last1Loss2DiffAway","Last2Loss2DiffAway","Last3Loss2DiffAway","Last4Loss2DiffAway","Last5Loss2DiffAway","LeagueStandings","Rankscore","Powerscore","Odds_Home","Odds_Away","Odds_Draw","BetVictorH","BetVictorD","BetVictorA","tenBetH","tenBetD","tenBetA","EighteenBetH","EighteenBetD","EighteenBetA","UnibetH","UnibetD","UnibetA","bwinH","bwinD","bwinA","PinnacleH","PinnacleD","PinnacleA"
"692",8,"2016-05-06","Dundalk","Galway","D",2,1,"H",1,2,3,4,4,0,1,1,2,1,1,1,0,1,2,1,0,-1,-1,0,0,1,2,2,3,1,5.2,8.2,9.6,12.6,0,0,-1,2,3,-1,0,-1,1,2,-2,-2,-4,-4,-5,0,-1,-2,-3,-4,1,2,3,4,5,1,1,2,2,1,1,2,2,3,4,0,-1,0,-1,-1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,1,2,3,1,2,3,4,4,0,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,2,2,3,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,-3,301.912699511156,0.988260779921998,1.25,11.5,5.75,1.25,5.75,11.5,1.23,5.6,11.75,1.26,5.7,9.23,1.23,5.75,12,1.25,5,10.5,1.29,5.85,12.9
"693",8,"2016-05-06","Finn Harps","Bohemians","D",0,0,"D",0,-1,0,-1,-2,-1,-2,-3,-2,-1,1,0,1,0,1,-1,0,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,1,0,1,1,3,-1,1,-3,-1,0,-1,1,0,-2,-3,1,0,1,1,1,-1,-2,-3,-2,-1,1,1,1,1,2,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,2,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,1,2,2,2,-2,73.8009238336157,0.100729515379999,3.6,2.25,3,3.6,3,2.25,3.5,3,2.2,3.22,3,2.3,3.5,3,2.15,3.75,3,2,3.62,3.15,2.32
"694",8,"2016-05-06","St. Patricks","Derry City","D",0,1,"A",-1,-2,-1,0,0,-1,0,0,1,1,1,1,0,1,0,0,0,1,2,1,-1,0,1,2,3,0,4.2,7.2,11.4,14.4,0,-1,2,1,1,3,3,1,1,1,-1,0,-1,0,0,-1,-1,2,2,3,-1,-2,-1,-1,-2,-1,0,-1,0,-1,1,0,-1,0,0,-1,-2,-2,-1,-2,0,0,0,1,2,0,0,1,1,2,0,1,1,1,1,1,2,3,3,3,0,0,1,1,1,0,1,1,2,2,1,1,1,2,2,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,3,-183.396822601631,-0.084190427264204,2.55,2.9,3.1,2.55,3.1,2.9,2.45,3.05,2.9,2.49,2.99,2.91,2.4,3.2,2.9,2.3,3,3,2.61,3.2,3.04
"695",8,"2016-05-07","Bray","Cork City","D",0,2,"A",-1,0,-1,-2,-3,1,2,3,3,3,1,0,1,0,-1,0,0,1,0,1,0,-1,-2,-2,-3,1,1,1,2.4,2.4,-1,-2,-5,-7,-8,-1,-1,2,2,2,2,2,2,2,3,-2,0,0,2,5,0,1,0,-1,-2,1,2,3,2,1,1,0,0,-1,-2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,1,2,2,3,0,1,1,1,1,1,2,2,2,2,1,1,2,2,2,0,1,2,2,3,0,0,0,0,0,0,1,2,2,2,1,1,1,2,3,0,0,0,0,0,7,-506.681047806115,-1.460797017616,8,1.45,4.1,8,4.1,1.45,7.25,4,1.44,6.73,3.88,1.48,8,4.25,1.4,6.75,4,1.42,7.98,4.19,1.51
"696",8,"2016-05-07","Longford","Shamrock Rovers","D",0,2,"A",0,-1,-1,-2,-3,1,0,-1,0,-1,0,-1,-1,-2,-1,-1,0,-1,0,1,-1,-2,-3,-3,-3,0,0,0,0,0,0,0,1,-3,-3,1,-3,-2,-3,-1,2,3,2,6,5,-1,3,1,2,4,-1,-2,-1,-2,-3,0,-1,-2,-1,-2,1,0,0,0,1,-1,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,1,1,1,2,2,0,1,1,2,3,0,1,2,2,3,7,-288.279940320071,-1.2378081191538,7,1.45,4.33,7,4.33,1.45,6.95,4.2,1.44,6.17,4.15,1.48,7,4.15,1.45,6.5,4,1.44,7.47,4.49,1.5
"697",8,"2016-05-07","Sligo Rovers","Wexford","H",4,1,"H",1,2,1,1,1,0,-1,-2,-2,-1,1,1,1,1,0,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,1,4,4,4,2,3,2,0,1,1,-1,-3,-6,-6,-6,-4,-5,-7,-8,-6,1,2,1,2,2,-1,-1,-2,-1,0,1,1,2,3,2,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,1,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,-2,181.069241602239,0.74571694998,1.5,6.5,4.2,1.5,4.2,6.5,1.51,4.1,5.95,1.54,4.08,5.33,1.5,4,6.25,1.57,3.75,5,1.56,4.42,6.43
"698",8,"2016-05-10","Derry City","Finn Harps","A",2,2,"D",1,0,1,1,2,0,0,-1,0,-1,-1,0,1,2,3,0,-1,-2,-2,-3,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,2,-1,-1,2,3,4,0,1,-2,-1,-3,1,-2,-3,-3,-6,0,-1,0,-1,0,0,1,0,1,1,-1,0,1,0,0,1,0,0,-1,-2,1,1,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,2,2,3,1,1,1,2,2,0,1,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,-5,422.288649155868,0.813399597671584,1.45,9,3.9,1.45,3.9,9,1.47,3.8,7.75,1.49,3.8,6.87,1.4,4.25,7.5,1.4,3.8,8.25,1.58,3.86,7.53
"699",8,"2016-05-10","Longford","Wexford","A",2,4,"A",-1,-1,-2,-2,-3,-1,-1,-2,-3,-3,-1,-1,-2,-2,-3,-1,-2,-2,-2,-3,1,1,1,1,1,4.2,4.2,4.2,4.2,4.2,-1,0,0,1,0,-1,0,-1,-3,-3,-2,-1,0,-3,0,-2,-5,-2,-4,-5,0,-1,-2,-1,-2,-1,-2,-2,-3,-2,0,1,0,0,0,-1,-2,-1,-1,-1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,1,2,3,3,1,10.1496895615445,-0.207550587840625,2.8,2.4,3.5,2.8,3.5,2.4,2.75,3.35,2.4,2.86,3.27,2.36,2.8,3.25,2.5,2.5,3.3,2.5,NA,NA,NA
"700",8,"2016-05-10","Shamrock Rovers","Sligo Rovers","H",3,0,"H",1,2,1,0,1,1,2,3,2,2,1,0,1,0,1,1,0,0,-1,-2,1,1,2,3,4,4.2,5.6,8.6,12.8,15.8,-2,-2,-5,-5,-2,0,0,1,1,3,-1,-1,1,2,1,0,1,0,-2,-3,0,0,-1,-2,-1,1,2,3,2,3,0,-1,0,-1,-1,1,0,1,1,0,1,2,2,2,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,2,2,2,3,0,1,2,2,2,1,1,2,2,3,1,1,1,1,1,1,2,2,2,3,1,2,3,3,3,0,0,1,2,2,0,0,0,0,0,-3,151.485692875255,0.0661223474984141,2.38,3.2,3.13,2.38,3.13,3.2,2.2,3.1,3.4,2.22,3.07,3.2,2.25,3.15,3.2,2.2,3.1,3.1,2.18,3.36,3.72
"701",8,"2016-05-10","Bohemians","Cork City","D",0,1,"A",0,-1,-2,-3,-2,1,2,3,4,4,-1,-2,-1,-1,0,1,1,1,2,1,-1,-2,-3,-3,-4,0,0,0,1,1,-2,-3,-5,-8,-8,-2,-4,-2,0,1,0,2,3,6,4,2,4,4,7,6,0,-1,-2,-3,-2,0,1,2,3,2,-1,-2,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,2,2,3,3,1,1,1,1,2,1,2,3,3,3,0,0,1,1,2,1,1,2,3,3,0,0,0,0,1,1,1,2,3,3,0,1,1,2,2,0,0,0,0,0,7,-498.468530367394,-1.3313832166026,4.8,1.8,3.4,4.8,3.4,1.8,4.8,3.3,1.77,4.3,3.3,1.84,4.75,3.5,1.7,5,3.3,1.67,NA,NA,NA
"702",8,"2016-05-10","Dundalk","Bray","H",1,0,"H",1,2,3,4,5,-1,-2,-1,-2,-3,1,2,2,1,2,-1,-2,-3,-3,-4,1,2,3,4,4,4.2,7.2,11.4,14.4,15.8,2,4,5,6,10,2,3,4,3,6,-1,-3,-3,-4,-6,-1,-2,-3,-3,-7,0,1,2,3,4,0,0,1,0,-1,0,1,2,2,3,0,-1,-2,-2,-2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,3,4,0,0,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,-10,745.426541867313,1.92790415388,1.13,22,8,1.13,8,22,1.14,7,18,1.14,6.53,21.67,1.17,6.5,15,1.17,6,13,1.21,7.3,17
"703",8,"2016-05-10","Galway","St. Patricks","A",0,3,"A",-1,-1,0,0,1,-1,-2,-3,-2,-1,0,0,1,2,3,-1,-2,-1,0,1,1,0,-1,-2,-3,4.2,4.2,4.2,4.2,4.2,1,3,5,3,2,2,4,3,2,5,1,2,1,3,2,1,2,1,1,1,0,1,1,2,2,0,-1,-2,-1,-1,1,2,2,2,2,-1,-2,-2,-1,-1,0,0,1,1,2,0,0,0,0,1,0,0,1,2,3,0,0,1,1,2,0,0,1,1,2,0,0,0,1,1,0,0,1,2,3,0,0,0,1,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,91.6660752324377,0.153410264287977,2.7,2.63,3.2,2.7,3.2,2.63,2.75,3,2.65,2.66,3.12,2.62,2.65,3.15,2.65,2.6,3,2.6,2.79,3.25,2.79
"704",8,"2016-05-13","Finn Harps","Dundalk","A",0,7,"A",0,0,0,-1,0,1,2,3,4,5,0,1,0,1,0,1,2,3,4,5,-1,-1,-1,-1,-1,0,0,0,0,0,1,-1,-2,-3,-3,-2,-3,-6,-9,-11,2,1,2,5,5,0,0,2,2,2,1,1,2,1,2,1,1,2,3,4,0,1,1,1,1,1,2,3,4,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,2,3,4,1,2,2,3,3,1,2,3,4,4,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0,0,0,0,0,7,-587.830720575699,-1.39593576893064,15,1.22,5.75,15,5.75,1.22,14,5.55,1.22,14.17,4.98,1.23,13,5.75,1.22,9.5,5,1.26,15.12,6.19,1.25
"705",8,"2016-05-13","St. Patricks","Longford","D",3,3,"D",1,0,-1,-2,-1,-1,-2,-2,-3,-3,-1,0,0,-1,0,0,-1,-2,-3,-4,1,2,3,3,3,4.2,8.4,11.4,12.8,12.8,1,1,-1,-1,2,-2,2,3,3,6,-4,-5,-6,-8,-9,-1,-4,-5,-2,-8,1,1,0,-1,0,-1,-1,-2,-3,-2,0,1,0,-1,0,-1,-2,-3,-3,-4,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,-7,345.991312073418,1.65865526368958,1.3,9.5,5.4,1.3,5.4,9.5,1.28,5.2,9.5,1.31,4.77,9.57,1.27,5.25,10,1.28,4.75,9,1.32,5.71,10.52
"706",8,"2016-05-13","Wexford","Shamrock Rovers","H",2,0,"H",1,0,0,-1,-2,1,2,3,2,1,0,-1,0,-1,-2,1,0,1,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-3,-2,-2,2,6,7,7,9,1,1,1,0,2,1,0,-1,-1,-2,1,1,1,0,-1,-1,-1,0,0,-1,0,-1,0,-1,-1,0,0,1,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1,2,3,3,3,0,0,1,1,1,1,1,2,2,3,1,1,1,1,1,1,2,3,3,3,0,1,1,2,3,0,0,0,1,2,7,-406.076408269733,-1.29683873151664,6.25,1.53,4.1,6.25,4.1,1.53,6.2,3.95,1.51,5.53,4.15,1.52,6.5,4,1.5,5.75,3.7,1.53,7.09,4.18,1.55
"707",8,"2016-05-13","Cork City","Derry City","D",2,1,"H",1,2,3,4,5,0,1,0,1,1,1,2,3,3,4,1,1,1,2,3,-1,-1,0,1,2,0,1,5.2,8.2,12.4,-1,0,1,2,4,0,1,3,2,5,-2,-2,-4,-4,-4,0,-1,-1,-1,-1,0,0,1,2,3,-1,-1,-2,-1,-2,1,2,3,2,3,0,-1,-2,-2,-1,1,2,2,2,2,1,2,2,2,3,0,0,0,1,1,1,2,3,4,4,1,2,3,4,4,0,1,1,2,2,1,2,2,2,3,1,1,1,1,2,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,149.307159816904,0.565601644733913,1.6,6.25,3.6,1.6,3.6,6.25,1.59,3.6,5.9,1.61,3.68,5.37,1.6,3.75,5.5,1.6,3.6,5,1.64,3.71,6.9
"708",8,"2016-05-14","Sligo Rovers","Bohemians","H",1,0,"H",-1,0,1,2,1,-1,-1,-2,-3,-4,1,2,2,2,2,0,-1,0,-1,-2,-1,-2,-3,-3,-3,0,0,0,1,2.4,0,4,6,9,9,4,7,5,6,7,2,3,1,0,-3,1,0,0,0,-2,-1,0,1,2,1,0,0,-1,-2,-3,1,2,2,3,4,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,1,1,0,1,2,2,2,1,1,2,2,2,0,1,2,3,3,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,-3,160.694228960846,0.500159633033586,1.95,4,3.4,1.95,3.4,4,1.95,3.3,3.8,1.98,3.35,3.6,2,3.3,3.65,1.95,3.2,3.6,1.99,3.53,4.19
"709",8,"2016-05-14","Bray","Galway","A",1,2,"A",-1,-2,-3,-2,-3,-1,-2,-2,-1,-1,-1,0,-1,0,-1,-1,0,-1,-2,-2,-1,-1,0,-1,0,0,1,5.2,5.2,9.4,0,-1,-3,-4,-6,-1,-2,-2,1,0,-2,-2,-2,-2,-3,0,0,0,-2,0,-1,-1,-1,0,-1,-1,-1,0,0,1,0,1,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,2,0,0,0,1,1,0,0,0,1,1,0,1,1,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,1,1,1,1,1,5,-296.101675500639,-0.529164088125601,2.55,2.7,3.4,2.55,3.4,2.7,2.55,3.25,2.6,2.52,3.3,2.64,2.65,3.3,2.5,2.6,3.2,2.5,2.68,3.4,2.79
"710",8,"2016-05-17","St. Patricks","Finn Harps","H",4,0,"H",0,1,0,-1,-2,-1,-1,-1,-1,-2,0,-1,0,0,-1,0,0,-1,-2,-2,1,1,1,1,1,4.2,4.2,4.2,4.2,4.2,3,4,4,3,2,1,0,3,4,3,-4,-6,-5,-5,-7,1,1,-2,-2,1,0,1,1,0,-1,-1,0,0,1,0,0,0,1,0,-1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,-2,147.366154796742,1.13458921925984,1.55,6,4,1.55,4,6,1.54,3.95,5.8,1.58,3.63,5.75,1.5,4.2,6,1.44,4.2,6,1.61,4.19,5.98
"711",8,"2016-05-29","Derry City","Bray","H",2,0,"H",-1,-1,0,-1,0,-1,-2,-3,-4,-3,0,-1,0,1,2,-1,-2,-3,-4,-4,1,2,1,1,1,4.2,7.2,7.2,8.2,9.6,0,2,3,3,3,2,2,3,6,7,0,1,-1,-1,-1,1,1,0,-2,-2,0,-1,-1,-2,-1,-1,-2,-2,-2,-1,-1,-2,-1,0,-1,-1,-1,-2,-3,-3,0,1,2,2,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,-8,543.120875505503,0.960750987971451,1.65,5.5,3.7,1.65,3.7,5.5,1.63,3.6,5.4,1.65,3.65,5,1.67,3.5,5.25,1.65,3.5,4.75,1.65,3.91,6.08
"712",8,"2016-05-29","Dundalk","Wexford","D",3,2,"H",1,2,3,4,5,1,2,1,1,0,1,2,3,3,2,1,0,-1,-1,-1,1,1,1,1,1,4.2,4.2,4.2,4.2,4.2,5,2,3,4,6,-3,-2,-1,-1,-4,0,-2,-5,-6,-8,-2,-5,-9,-9,-11,1,2,2,3,4,1,2,1,0,0,1,1,2,3,3,1,0,-1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,2,2,3,4,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,1,1,1,2,3,1,2,2,2,2,0,0,0,0,0,0,0,1,1,2,-8,724.156637675043,1.97922478978114,1.1,22,9.5,1.1,9.5,22,1.11,8,19.25,1.13,6.7,21,1.12,8,19,1.14,7,12.5,1.15,9.54,21.03
"713",8,"2016-05-29","Bohemians","St. Patricks","H",5,1,"H",-1,-2,-2,-3,-4,1,1,2,1,0,-1,-2,-3,-2,-2,1,0,-1,0,1,-1,0,-1,-2,-3,0,3,3,3,3,-4,-7,-10,-10,-10,-3,-3,-3,-3,-2,1,-1,-1,0,0,1,2,5,4,7,-1,-1,-1,-2,-3,1,1,2,2,1,0,-1,-2,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,2,2,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,1,1,2,2,2,0,0,0,1,1,0,0,0,0,0,5,-300.268288665417,-0.979493161334464,2.88,2.6,3.1,2.88,3.1,2.6,2.8,3.05,2.55,2.86,2.93,2.58,2.75,3.15,2.55,2.7,3.1,2.45,2.91,3.19,2.72
"714",8,"2016-05-29","Galway","Sligo Rovers","D",1,2,"A",1,0,-1,-1,0,1,0,1,2,3,-1,-1,-1,0,1,-1,0,-1,-1,-2,0,1,1,0,-1,1.4,4.4,5.8,5.8,5.8,1,1,-2,-2,-3,0,0,2,2,3,1,1,2,4,4,0,2,3,2,-2,1,0,0,1,1,1,0,1,2,3,-1,0,1,1,1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,1,2,0,1,1,1,1,0,0,0,0,1,0,0,1,2,3,0,1,1,1,1,0,1,1,1,1,-1,51.4200628422741,-0.111498294179643,2.55,2.75,3.3,2.55,3.3,2.75,2.55,3.2,2.65,2.54,3.15,2.7,2.5,3.15,2.8,2.6,3,2.6,2.68,3.42,2.78
"715",8,"2016-05-29","Longford","Cork City","D",0,3,"A",0,-1,-2,-2,-3,1,2,3,4,5,-1,-2,-2,-3,-3,1,2,2,2,3,-1,0,-1,-2,-2,0,4.2,4.2,4.2,4.2,1,2,0,1,-1,1,-1,-2,-2,-2,2,6,8,10,13,4,6,5,9,10,0,-1,-1,-2,-3,0,0,0,1,2,-1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,0,1,1,1,2,3,3,3,0,0,0,0,0,1,2,3,3,4,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,1,2,2,3,4,0,0,0,0,0,0,0,1,1,2,0,1,2,2,3,0,0,0,0,0,10,-726.059533084318,-1.93250257319655,11,1.22,6.5,11,6.5,1.22,11.75,5.85,1.22,10.38,5.65,1.24,11,5.5,1.25,11,4.75,1.25,13.29,6.48,1.26
"716",8,"2016-05-29","Shamrock Rovers","Finn Harps","H",1,1,"D",-1,0,1,2,1,-1,-2,-2,-2,-2,1,2,1,2,1,-1,-1,-1,-2,-3,1,1,1,1,1,4.2,4.2,4.2,4.2,4.2,0,3,3,5,4,3,3,2,3,3,-2,-9,-11,-11,-10,-4,-6,-5,-8,-7,-1,0,0,0,-1,-1,-2,-1,-1,0,1,1,0,1,0,-1,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,3,3,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,1,1,1,1,2,1,2,2,2,2,-5,320.455798074263,1.52153588865071,1.25,13,5.5,1.25,5.5,13,1.3,4.85,10,1.28,4.98,9.88,1.3,5,9.5,1.3,4.33,9.75,1.35,5.2,11.08
"717",8,"2016-06-03","Cork City","Dundalk","H",1,0,"H",1,2,3,4,5,1,2,3,4,5,1,2,3,4,4,1,2,3,4,5,1,1,1,0,-1,4.2,5.2,6.6,6.6,6.6,0,-5,-5,-5,-6,-5,-6,-6,-7,-10,-2,-1,-1,-2,-2,1,1,1,2,3,0,0,0,0,1,0,1,2,2,3,0,1,2,3,2,1,2,3,4,5,1,2,3,4,4,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,1,2,3,4,0,1,2,2,3,0,1,2,2,2,1,2,3,4,5,1,1,1,2,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,-102.546441822771,-0.531908811981332,2.8,2.6,3.1,2.8,3.1,2.6,2.85,3,2.55,2.83,2.96,2.58,2.85,3,2.6,2.7,3,2.5,2.99,3.16,2.68
"718",8,"2016-06-03","Finn Harps","Sligo Rovers","H",3,0,"H",0,-1,-2,-2,-2,1,2,1,2,3,-1,-1,0,-1,0,1,0,1,0,0,0,0,0,0,0,1.4,1.4,1.4,1.4,1.4,-1,-2,-2,-4,-6,-2,-2,-3,-2,-2,0,4,8,9,9,6,3,3,4,3,-1,-2,-3,-2,-2,0,1,0,1,2,-1,-1,0,0,0,0,-1,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,2,0,1,2,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,2,2,2,0,0,1,1,1,2,-201.36618482814,-1.18500250221724,6.5,1.57,3.7,6.5,3.7,1.57,6.2,3.6,1.57,5.35,3.63,1.62,6,3.5,1.6,5,3.5,1.62,6.9,3.82,1.62
"719",8,"2016-06-03","Wexford","Bohemians","A",0,1,"A",-1,0,1,0,0,1,0,-1,-1,-2,1,1,0,1,0,-1,-1,-2,-1,-2,0,0,0,0,0,1.4,1.4,1.4,1.4,1.4,-3,-1,3,4,5,2,3,3,3,4,2,1,2,6,5,-1,0,1,1,2,0,1,2,1,0,1,0,0,0,-1,1,0,0,1,1,-1,-1,-2,-1,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,2,2,0,1,1,2,2,0,1,2,2,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,8.05456955031161,-0.20414014779135,3.4,2.1,3.5,3.4,3.5,2.1,3.45,3.4,2,3.28,3.33,2.12,3.35,3.5,2.05,3.1,3.4,2.05,3.6,3.61,2.13
